0,"{'152224238': 23, '15222459': 21, '152224243': 23, '15211259': 20, '152112243': 22, '76224238': 22, '7622459': 20, '76224243': 22, '76112238': 21, '7611259': 19, '76112243': 21, '38224238': 21, '3822459': 19, '38224243': 21, '38112238': 20, '3811259': 18, '38112243': 20, '4224238': 18, '422459': 16, '4224243': 18, '4112238': 17, '411259': 15, '4112243': 17, '5224238': 18, '522459': 16, '5224243': 18, '5112238': 17, '511259': 15, '5112243': 17, '111224238': 22, '11122459': 20, '111112238': 21, '11111259': 19}"
1,"{'106236172': 22, '10623686': 21, '10623643': 20, '106236179': 22, '26236172': 20, '2623686': 19, '2623643': 18, '26236179': 20, '13236172': 19, '1323686': 18, '1323643': 17, '13236179': 19}"
2,"{'1446852': 20, '1446826': 19, '1446813': 18, '1446859': 20, '1443452': 19, '1443426': 18, '1443413': 17, '1443459': 19, '1441752': 18, '1441726': 17, '1441713': 16, '1441759': 18, '1447552': 20, '1447526': 19, '1447513': 18, '1447559': 20, '726852': 19, '726826': 18, '726813': 17, '726859': 19, '723452': 18, '723426': 17, '723413': 16, '723459': 18, '721752': 17, '721726': 16, '721713': 15, '721759': 17, '727552': 19, '727526': 18, '727513': 17, '727559': 19, '366852': 18, '366826': 17, '366813': 16, '366859': 18, '363452': 17, '363426': 16, '363413': 15, '363459': 17, '361752': 16, '361726': 15, '361713': 14, '361759': 16, '367552': 18, '367526': 17, '367513': 16, '367559': 18, '186852': 17, '186826': 16, '186813': 15, '186859': 17, '183452': 16, '183426': 15, '183413': 14, '183459': 16, '181752': 15, '181726': 14, '181713': 13, '181759': 15, '187552': 17, '187526': 16, '187513': 15, '187559': 17, '46852': 15, '46826': 14, '46813': 13, '46859': 15, '43452': 14, '43426': 13, '43413': 12, '43459': 14, '41752': 13, '41726': 12, '41713': 11, '41759': 13, '47552': 15, '47526': 14, '47513': 13, '47559': 15, '236852': 17, '236826': 16, '236813': 15, '236859': 17, '233452': 16, '233426': 15, '233413': 14, '233459': 16, '231752': 15, '231726': 14, '231713': 13, '231759': 15, '237552': 17, '237526': 16, '237513': 15, '237559': 17, '996852': 19, '996826': 18, '996813': 17, '996859': 19, '993452': 18, '993426': 17, '993413': 16, '993459': 18, '991752': 17, '991726': 16, '991713': 15, '991759': 17, '997552': 19, '997526': 18, '997513': 17, '997559': 19, '2016852': 20, '2016826': 19, '2016813': 18, '2016859': 20, '2013452': 19, '2013426': 18, '2013413': 17, '2013459': 19, '2011752': 18, '2011726': 17, '2011713': 16, '2011759': 18, '2017552': 20, '2017526': 19, '2017513': 18, '2017559': 20}"
3,"{'164160122': 22, '16416061': 21, '164160125': 22, '16480244': 22, '16480122': 21, '1648061': 20, '16480125': 21, '16440244': 21, '16440122': 20, '1644061': 19, '16440125': 20, '16420244': 20, '16420122': 19, '1642061': 18, '16420125': 19, '16443244': 21, '16443122': 20, '1644361': 19, '16443125': 20, '16489244': 22, '16489122': 21, '1648961': 20, '16489125': 21, '82160244': 22, '82160122': 21, '8216061': 20, '82160125': 21, '8280244': 21, '8280122': 20, '828061': 19, '8280125': 20, '8240244': 20, '8240122': 19, '824061': 18, '8240125': 19, '8220244': 19, '8220122': 18, '822061': 17, '8220125': 18, '8243244': 20, '8243122': 19, '824361': 18, '8243125': 19, '8289244': 21, '8289122': 20, '828961': 19, '8289125': 20, '20160244': 20, '20160122': 19, '2016061': 18, '20160125': 19, '2080244': 19, '2080122': 18, '208061': 17, '2080125': 18, '2040244': 18, '2040122': 17, '204061': 16, '2040125': 17, '2020244': 17, '2020122': 16, '202061': 15, '2020125': 16, '2043244': 18, '2043122': 17, '204361': 16, '2043125': 17, '2089244': 19, '2089122': 18, '208961': 17, '2089125': 18, '87160244': 22, '87160122': 21, '8716061': 20, '87160125': 21, '8780244': 21, '8780122': 20, '878061': 19, '8780125': 20, '8740244': 20, '8740122': 19, '874061': 18, '8740125': 19, '8720244': 19, '8720122': 18, '872061': 17, '8720125': 18, '8743244': 20, '8743122': 19, '874361': 18, '8743125': 19, '8789244': 21, '8789122': 20, '878961': 19, '8789125': 20, '177160244': 23, '177160122': 22, '17716061': 21, '177160125': 22, '17780244': 22, '17780122': 21, '1778061': 20, '17780125': 21, '17740244': 21, '17740122': 20, '1774061': 19, '17740125': 20, '17720244': 20, '17720122': 19, '1772061': 18, '17720125': 19, '17743244': 21, '17743122': 20, '1774361': 19, '17743125': 20, '17789122': 21, '1778961': 20, '17789125': 21}"
4,{}
5,"{'1327894': 21, '132785': 17, '1327827': 19, '1327857': 20, '1324188': 18, '132494': 17, '13245': 13, '132427': 15, '132457': 16, '1325188': 18, '132594': 17, '13255': 13, '132527': 15, '132557': 16, '13213188': 19, '1321394': 18, '132135': 14, '1321327': 16, '1321357': 17, '6678188': 21, '667894': 20, '66785': 16, '667827': 18, '667857': 19, '664188': 17, '66494': 16, '6645': 12, '66427': 14, '66457': 15, '665188': 17, '66594': 16, '6655': 12, '66527': 14, '66557': 15, '6613188': 18, '661394': 17, '66135': 13, '661327': 15, '661357': 16, '1678188': 19, '167894': 18, '16785': 14, '167827': 16, '167857': 17, '164188': 15, '16494': 14, '1645': 10, '16427': 12, '16457': 13, '165188': 15, '16594': 14, '1655': 10, '16527': 12, '16557': 13, '1613188': 16, '161394': 15, '16135': 11, '161327': 13, '161357': 14, '878188': 18, '87894': 17, '8785': 13, '87827': 15, '87857': 16, '84188': 14, '8494': 13, '845': 9, '8427': 11, '8457': 12, '85188': 14, '8594': 13, '855': 9, '8527': 11, '8557': 12, '813188': 15, '81394': 14, '8135': 10, '81327': 12, '81357': 13, '478188': 17, '47894': 16, '4785': 12, '47827': 14, '47857': 15, '44188': 13, '4494': 12, '445': 8, '4427': 10, '4457': 11, '45188': 13, '4594': 12, '455': 8, '4527': 10, '4557': 11, '413188': 14, '41394': 13, '4135': 9, '41327': 11, '41357': 12, '578188': 17, '57894': 16, '5785': 12, '57827': 14, '57857': 15, '54188': 13, '5494': 12, '545': 8, '5427': 10, '5457': 11, '55188': 13, '5594': 12, '555': 8, '5527': 10, '5557': 11, '513188': 14, '51394': 13, '5135': 9, '51327': 11, '51357': 12, '22378188': 22, '2237894': 21, '223785': 17, '2237827': 19, '2237857': 20, '2234188': 18, '223494': 17, '22345': 13, '223427': 15, '223457': 16, '2235188': 18, '223594': 17, '22355': 13, '223527': 15, '223557': 16, '22313188': 19, '2231394': 18, '223135': 14, '2231327': 16, '2231357': 17}"
6,"{'58214180': 21, '5821490': 20, '5821422': 18, '5821411': 17, '5821451': 19, '5826180': 18, '582690': 17, '582622': 15, '582611': 14, '582651': 16, '5827180': 18, '582790': 17, '582722': 15, '582711': 14, '582751': 16, '58115180': 20, '5811590': 19, '5811522': 17, '5811511': 16, '5811551': 18, '58233180': 21, '5823390': 20, '5823322': 18, '5823311': 17, '5823351': 19, '29214180': 20, '2921490': 19, '2921422': 17, '2921411': 16, '2921451': 18, '2926180': 17, '292690': 16, '292622': 14, '292611': 13, '292651': 15, '2927180': 17, '292790': 16, '292722': 14, '292711': 13, '292751': 15, '29115180': 19, '2911590': 18, '2911522': 16, '2911511': 15, '2911551': 17, '29233180': 20, '2923390': 19, '2923322': 17, '2923311': 16, '2923351': 18, '6121490': 20, '6121422': 18, '6121411': 17, '6121451': 19, '6126180': 18, '612690': 17, '612622': 15, '612611': 14, '612651': 16, '6127180': 18, '612790': 17, '612722': 15, '612711': 14, '612751': 16, '61115180': 20, '6111590': 19, '6111522': 17, '6111511': 16, '6111551': 18, '61233180': 21, '6123390': 20, '6123322': 18, '6123311': 17, '6123351': 19, '25121490': 22, '25121422': 20, '25121411': 19, '25121451': 21, '25126180': 20, '2512690': 19, '2512622': 17, '2512611': 16, '2512651': 18, '25127180': 20, '2512790': 19, '2512722': 17, '2512711': 16, '2512751': 18, '251115180': 22, '25111590': 21, '25111522': 19, '25111511': 18, '25111551': 20, '251233180': 23, '25123390': 22, '25123322': 20, '25123311': 19}"
7,"{'13178164': 19, '1317882': 18, '1317820': 16, '1317821': 16, '1317845': 17, '1317893': 18, '1344164': 17, '134482': 16, '134420': 14, '134421': 14, '134445': 15, '134493': 16, '1322164': 16, '132282': 15, '132220': 13, '132221': 13, '132245': 14, '132293': 15, '59178164': 21, '5917882': 20, '5917820': 18, '5917821': 18, '5917845': 19, '5917893': 20, '5944164': 19, '594482': 18, '594420': 16, '594421': 16, '594445': 17, '594493': 18, '5922164': 18, '592282': 17, '592220': 15, '592221': 15, '592245': 16, '592293': 17, '12117882': 21, '12117820': 19, '12117821': 19, '12117845': 20, '12117893': 21, '12144164': 20, '1214482': 19, '1214420': 17, '1214421': 17, '1214445': 18, '1214493': 19, '12122164': 19, '1212282': 18, '1212220': 16, '1212221': 16, '1212245': 17, '1212293': 18}"
8,{}
9,"{'88136148': 22, '8813674': 21, '8813637': 20, '8813677': 21, '8868148': 21, '886874': 20, '886837': 19, '886877': 20, '8834148': 20, '883474': 19, '883437': 18, '883477': 19, '888148': 18, '88874': 17, '88837': 16, '88877': 17, '884148': 17, '88474': 16, '88437': 15, '88477': 16, '885148': 17, '88574': 16, '88537': 15, '88577': 16, '8813148': 18, '881374': 17, '881337': 16, '881377': 17, '8829148': 19, '882974': 18, '882937': 17, '882977': 18, '88123148': 21, '8812374': 20, '8812337': 19, '8812377': 20, '88249148': 22, '8824974': 21, '8824937': 20, '44136148': 21, '4413674': 20, '4413637': 19, '4413677': 20, '4468148': 20, '446874': 19, '446837': 18, '446877': 19, '4434148': 19, '443474': 18, '443437': 17, '443477': 18, '448148': 17, '44874': 16, '44837': 15, '44877': 16, '444148': 16, '44474': 15, '44437': 14, '44477': 15, '445148': 16, '44574': 15, '44537': 14, '44577': 15, '4413148': 17, '441374': 16, '441337': 15, '441377': 16, '4429148': 18, '442974': 17, '442937': 16, '442977': 17, '44123148': 20, '4412374': 19, '4412337': 18, '4412377': 19, '44249148': 21, '4424974': 20, '4424937': 19, '4424977': 20, '45136148': 21, '4513674': 20, '4513637': 19, '4513677': 20, '4568148': 20, '456874': 19, '456837': 18, '456877': 19, '4534148': 19, '453474': 18, '453437': 17, '453477': 18, '458148': 17, '45874': 16, '45837': 15, '45877': 16, '454148': 16, '45474': 15, '45437': 14, '45477': 15, '455148': 16, '45574': 15, '45537': 14, '45577': 15, '4513148': 17, '451374': 16, '451337': 15, '451377': 16, '4529148': 18, '452974': 17, '452937': 16, '452977': 17, '45123148': 20, '4512374': 19, '4512337': 18, '4512377': 19, '4524974': 20, '4524937': 19, '4524977': 20, '93136148': 22, '9313674': 21, '9313637': 20, '9313677': 21, '9368148': 21, '936874': 20, '936837': 19, '936877': 20, '9334148': 20, '933474': 19, '933437': 18, '933477': 19, '938148': 18, '93874': 17, '93837': 16, '93877': 17, '934148': 17, '93474': 16, '93437': 15, '93477': 16, '935148': 17, '93574': 16, '93537': 15, '93577': 16, '9313148': 18, '931374': 17, '931337': 16, '931377': 17, '9329148': 19, '932974': 18, '932937': 17, '932977': 18, '93123148': 21, '9312374': 20, '9312337': 19, '9312377': 20, '93249148': 22, '9324974': 21, '9324937': 20, '9324977': 21}"
